entity_id,canonical_metabolite,all_metabolite_names,InChIKey,formula,n_studies_with_log2fc,n_effect_observations,n_up,n_down,mean_log2fc,median_log2fc,max_abs_log2fc,min_p_value,studies,dominant_direction,consistency_score,discordant,recurrent
IK_CDAISMWEOUEBRE-UHFFFAOYSA-N,Myoinositol,Myoinositol,CDAISMWEOUEBRE-UHFFFAOYSA-N,C6H12O6,2,2,1,1,-0.1393655265,-0.1393655265,0.395928676,0.0264,33485385 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_HPHUVLMMVZITSG-LURJTMIESA-N,Levetiracetam,Levetiracetam,HPHUVLMMVZITSG-LURJTMIESA-N,C8H14N2O2,2,2,1,1,-0.18924133399999998,-0.18924133399999998,0.382701517,0.00197,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_GTZCVFVGUGFEME-HNQUOIGGSA-N,Trans-Aconitic Acid,Trans-Aconitic Acid,GTZCVFVGUGFEME-HNQUOIGGSA-N,C6H6O6,2,2,1,1,0.16457666250000003,0.16457666250000003,0.378052107,NA,MTBLS11904 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_YWWVWXASSLXJHU-WAYWQWQTSA-N,Myristoleic acid,Myristoleic acid | 9-Tetradecenoic acid | FFA 14:1,YWWVWXASSLXJHU-WAYWQWQTSA-N,C14H26O2,2,2,1,1,-0.0527177945,-0.0527177945,0.377069649,0.01,33485385 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_FUJLYHJROOYKRA-UHFFFAOYSA-N,carnitine 12:0,carnitine 12:0,FUJLYHJROOYKRA-UHFFFAOYSA-N,C19H37NO4,2,2,1,1,-0.123634519,-0.123634519,0.358453971,0.0022,33485385 | ST003159,Discordant/tie,0.5,TRUE,TRUE
NO_INCHIKEY__ffa 19 1,FFA 19:1,FFA 19:1,NA,NA,2,2,1,1,-0.15550841899999998,-0.15550841899999998,0.358453971,0.0179,33485385 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_NIDVTARKFBZMOT-PEBGCTIMSA-N,N-Acetylcytidine,N-Acetylcytidine | N4-Acetylcytidine,NIDVTARKFBZMOT-PEBGCTIMSA-N,C11H15N3O6,2,2,1,1,-0.15520732350000002,-0.15520732350000002,0.312939312,0.00268,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_ASWBNKHCZGQVJV-HSZRJFAPSA-N,LysoPC(16:0),LysoPC(16:0) | LysoPC(16:0/0:0) | PC(16:0/0:0),ASWBNKHCZGQVJV-HSZRJFAPSA-N,C24H50NO7P,2,2,1,1,0.04805169000000001,0.04805169000000001,0.297910512,NA,MTBLS11904 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_REKYPYSUBKSCAT-UHFFFAOYSA-N,3-Hydroxyvaleric acid,3-Hydroxyvaleric acid,REKYPYSUBKSCAT-UHFFFAOYSA-N,C5H10O3,2,2,1,1,-0.10901304249999999,-0.10901304249999999,0.295128036,0.00166,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_CXTATJFJDMJMIY-CYBMUJFWSA-N,L-Octanoylcarnitine,L-Octanoylcarnitine,CXTATJFJDMJMIY-CYBMUJFWSA-N,C15H29NO4,2,2,1,1,0.02399709400000001,0.02399709400000001,0.284157729,NA,24167579 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_QHKABHOOEWYVLI-UHFFFAOYSA-N,Ketoisovaleric acid,Ketoisovaleric acid | 3-methyl-2-oxobutanoic acid,QHKABHOOEWYVLI-UHFFFAOYSA-N,C5H8O3,2,2,1,1,-0.1111892015,-0.1111892015,0.282789701,8.98e-4,38720721 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_FFEARJCKVFRZRR-UHFFFAOYNA-N,Methionine,Methionine,FFEARJCKVFRZRR-UHFFFAOYNA-N,C5H11NO2S,2,2,1,1,-0.102441911,-0.102441911,0.279283758,0.00602,38720721 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_QFDRTQONISXGJA-UHFFFAOYSA-N,1-Methyluric acid,1-Methyluric acid,QFDRTQONISXGJA-UHFFFAOYSA-N,C6H6N4O3,2,2,1,1,-0.013059809000000006,-0.013059809000000006,0.279283758,0.0129,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_PEDCQBHIVMGVHV-UHFFFAOYSA-N,glycerol,glycerol,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C3H8O3,2,2,1,1,-0.07311843750000001,-0.07311843750000001,0.275786313,0.0101,38720721 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_GTZCVFVGUGFEME-IWQZZHSRSA-N,cis-Aconitic acid,cis-Aconitic acid,GTZCVFVGUGFEME-IWQZZHSRSA-N,C6H6O6,2,2,1,1,-0.05335333349999999,-0.05335333349999999,0.268816758,0.0078,33485385 | ST003159,Discordant/tie,0.5,TRUE,TRUE
IK_ROHFNLRQFUQHCH-UHFFFAOYNA-N,Leucine,Leucine,ROHFNLRQFUQHCH-UHFFFAOYNA-N,C6H13NO2,2,2,1,1,-0.07859344599999998,-0.07859344599999998,0.263611599,0.00459,38720721 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_NBIIXXVUZAFLBC-UHFFFAOYSA-K,Phosphate,Phosphate,NBIIXXVUZAFLBC-UHFFFAOYSA-K,O4P-3,2,2,1,1,-0.056684242999999995,-0.056684242999999995,0.25087201,0.0012,33485385 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_BLZVZPYMHLXLHG-JOBMVARSSA-N,DG 36:3,"DG 36:3 | DG(18:1(9Z)/18:2(9Z,12Z)/0:0)",BLZVZPYMHLXLHG-JOBMVARSSA-N,C39H70O5,2,2,1,1,0.061359345999999995,0.061359345999999995,0.23878686,0.0374,37755270 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_IWHLYPDWHHPVAA-UHFFFAOYSA-N,6-Hydroxycaproic acid,6-Hydroxycaproic acid | 6-Hydroxyhexanoic Acid,IWHLYPDWHHPVAA-UHFFFAOYSA-N,C6H12O3,2,2,1,1,-0.017824013,-0.017824013,0.18606493,0.0127,38720721 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_LKDRXBCSQODPBY-VRPWFDPXSA-N,D-Fructose,D-Fructose | Fructose,LKDRXBCSQODPBY-VRPWFDPXSA-N,C6H12O6,2,2,1,1,0.07971727349999999,0.07971727349999999,0.184913735,NA,MTBLS11904 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_XOMRRQXKHMYMOC-UHFFFAOYSA-N,Palmitoylcarnitine,Palmitoylcarnitine | acylcarnitine 16:0,XOMRRQXKHMYMOC-UHFFFAOYSA-N,C23H45NO4,2,2,1,1,-0.026687254000000007,-0.026687254000000007,0.184424571,0.0493,37755270 | MTBLS11904,Discordant/tie,0.5,TRUE,TRUE
IK_DDRJAANPRJIHGJ-UHFFFAOYSA-N,Creatinine,Creatinine,DDRJAANPRJIHGJ-UHFFFAOYSA-N,C4H7N3O,2,2,1,1,0.0390293305,0.0390293305,0.155433016,NA,MTBLS11904 | ST001814,Discordant/tie,0.5,TRUE,TRUE
IK_PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxy-L-Proline,4-Hydroxy-L-Proline | trans-4-hydroxy-L-proline,PMMYEEVYMWASQN-DMTCNVIQSA-N,C5H9NO3,2,2,1,1,0.028247926,0.028247926,0.084898337,NA,MTBLS11904 | ST001814,Discordant/tie,0.5,TRUE,TRUE
